messagecode,meldeklasse,priority,kurztext_2,kurztext_3,kurztext_4
61000,M,yellow,Клима: проезд через мойку невозможен,Поступило ДС 61000 Клима: проезд через мойку невозможен,Более не активно ДС 61000 Клима: проезд через мойку невозможен
61001,M,yellow,Клима: аварийное выключение,"Нажата кнопка ""Аварийное отключение климатической установки""","Восстановлена кнопка ""Аварийное отключение климатической установки"""
61002,M,yellow,Клима: выключена в режиме горячего отстоя,Поступило ДС 61002 Клима: выключена в режиме горячего отстоя,Более не активно ДС 61002 Клима: выключена в режиме горячего отстоя
61100,C,green,Клима: +1 выключен АЗВ 380 В,Поступило ДС 61100 Клима: +1 выключен АЗВ 380 В,Более не активно ДС 61100 Клима: +1 выключен АЗВ 380 В
61101,C,green,Клима: +1 выключен АЗВ 110 В,Поступило ДС 61101 Клима: +1 выключен АЗВ 110 В,Более не активно ДС 61101 Клима: +1 выключен АЗВ 110 В
61102,C,green,Клима: +1 отказ связи,Поступило ДС 61102 Клима: +1 отказ связи,Более не активно ДС 61102 Клима: +1 отказ связи
61103,D,ignore,Клима: +1 нарушение коммуникации,Поступило ДС 61103 Клима: +1 нарушение коммуникации,Более не активно ДС 61103 Клима: +1 нарушение коммуникации
61104,A,red,Клима: +1 неисправность системы,Поступило ДС 61104 Клима: +1 неисправность системы,Более не активно ДС 61104 Клима: +1 неисправность системы
61105,B,yellow,Клима: +1 снижение работоспособности,Поступило ДС 61105 Клима: +1 снижение работоспособности,Более не активно ДС 61105 Клима: +1 снижение работоспособности
61106,D,ignore,Клима: +1 необходимо ТО,Поступило ДС 61106 Клима: +1 необходимо ТО,Более не активно ДС 61106 Клима: +1 необходимо ТО
61107,C,green,Клима: +1 плановое ТО,Поступило ДС 61107 Клима: +1 плановое ТО,Более не активно ДС 61107 Клима: +1 плановое ТО
61108,M,yellow,Клима: +1 тестовый режим,Поступило ДС 61108 Клима: +1 тестовый режим,Более не активно ДС 61108 Клима: +1 тестовый режим
61109,C,green,Клима: +1 отказ обогрева тамбура,Поступило ДС 61109 Клима: +1 отказ обогрева тамбура,Более не активно ДС 61109 Клима: +1 отказ обогрева тамбура
61119,I,yellow,Клима: +1 Темп. в салоне поезда превышает заданное значение,Поступило ДС 61119 Клима: +1 Темп. в салоне поезда превышает заданное значение,Более не активно ДС 61119 Клима: +1 Темп. в салоне поезда превышает заданное значение
61200,C,green,Клима: +2 выключен АЗВ 380 В,Поступило ДС 61200 Клима: +2 выключен АЗВ 380 В,Более не активно ДС 61200 Клима: +2 выключен АЗВ 380 В
61201,C,green,Клима: +2 выключен АЗВ 110 В,Поступило ДС 61201 Клима: +2 выключен АЗВ 110 В,Более не активно ДС 61201 Клима: +2 выключен АЗВ 110 В
61202,C,green,Клима: +2 отказ связи,Поступило ДС 61202 Клима: +2 отказ связи,Более не активно ДС 61202 Клима: +2 отказ связи
61203,D,ignore,Клима: +2 нарушение коммуникации,Поступило ДС 61203 Клима: +2 нарушение коммуникации,Более не активно ДС 61203 Клима: +2 нарушение коммуникации
61204,A,red,Клима: +2 неисправность системы,Поступило ДС 61204 Клима: +2 неисправность системы,Более не активно ДС 61204 Клима: +2 неисправность системы
61205,B,yellow,Клима: +2 снижение работоспособности,Поступило ДС 61205 Клима: +2 снижение работоспособности,Более не активно ДС 61205 Клима: +2 снижение работоспособности
